date,opponent,div_rank,gb,attendance,cLI,winning_percentage,year,total_games_played,weekday,month,night_game,pop_opp
"Tuesday, Apr 21",HOU,5,-3.0,13949,1.01,0.357,2015,13,1,Apr,1,0
"Wednesday, Apr 22",HOU,3,-2.0,14756,.90,0.4,2015,14,1,Apr,1,0
"Friday, Apr 24",MIN,3,-2.0,25215,.83,0.438,2015,15,0,Apr,1,0
"Saturday, Apr 25",MIN,3,-3.0,33566,.88,0.412,2015,16,0,Apr,1,0
"Sunday, Apr 26",MIN,3,-4.0,35242,.88,0.389,2015,17,0,Apr,0,0
"Friday, May 8",OAK,3,-6.5,25187,.75,0.414,2015,28,0,May,1,0
"Saturday, May 9",OAK,3,-6.5,37441,.80,0.433,2015,29,0,May,1,0
"Sunday, May 10",OAK,3,-5.5,42831,.79,0.452,2015,30,0,May,0,0
"Tuesday, May 12",SDP,3,-4.5,16148,.83,0.469,2015,31,1,May,1,0
"Wednesday, May 13",SDP,3,-5.5,14547,.87,0.455,2015,32,1,May,1,0
"Thursday, May 14",BOS,3,-6.5,20172,.83,0.441,2015,33,1,May,1,1
"Friday, May 15",BOS,3,-6.5,39477,.80,0.457,2015,34,0,May,1,1
"Saturday, May 16",BOS,3,-7.5,45055,.75,0.444,2015,35,0,May,1,1
"Sunday, May 17",BOS,3,-7.5,39936,.76,0.459,2015,36,0,May,0,1
"Thursday, May 28",CLE,3,-6.5,19449,.98,0.489,2015,46,1,May,1,0
"Friday, May 29",CLE,3,-5.5,32454,.94,0.5,2015,47,0,May,1,0
"Saturday, May 30",CLE,4,-6.5,32287,1.01,0.49,2015,48,0,May,1,0
"Sunday, May 31",CLE,4,-6.5,32112,.84,0.48,2015,49,0,May,0,0
"Monday, Jun 1",NYY,4,-7.5,26082,.76,0.471,2015,50,1,Jun,1,1
"Tuesday, Jun 2",NYY,4,-8.5,27442,.70,0.462,2015,51,1,Jun,1,1
"Wednesday, Jun 3",NYY,4,-9.5,32701,.63,0.453,2015,52,1,Jun,0,1
"Thursday, Jun 4",TBR,4,-9.5,16096,.59,0.444,2015,53,1,Jun,1,0
"Friday, Jun 5",TBR,4,-9.5,20695,.54,0.436,2015,54,0,Jun,1,0
"Saturday, Jun 6",TBR,4,-8.5,31106,.50,0.446,2015,55,0,Jun,1,0
"Sunday, Jun 7",TBR,4,-8.5,27906,.56,0.439,2015,56,0,Jun,0,0
"Wednesday, Jun 17",SFG,4,-8.5,34844,.49,0.455,2015,65,1,Jun,1,1
"Thursday, Jun 18",SFG,4,-9.5,34354,.52,0.448,2015,66,1,Jun,1,1
"Friday, Jun 19",HOU,4,-8.5,40914,.52,0.456,2015,67,0,Jun,1,0
"Saturday, Jun 20",HOU,4,-7.5,26770,.58,0.464,2015,68,0,Jun,1,0
"Sunday, Jun 21",HOU,4,-8.5,40905,.68,0.457,2015,69,0,Jun,0,0
"Monday, Jun 22",KCR,4,-8.5,23588,.51,0.451,2015,70,1,Jun,1,0
"Tuesday, Jun 23",KCR,4,-8.5,17460,.42,0.458,2015,71,1,Jun,1,0
"Wednesday, Jun 24",KCR,4,-8.5,23392,.51,0.452,2015,72,1,Jun,1,0
"Monday, Jul 6",DET,4,-10.0,22580,.50,0.458,2015,82,1,Jul,1,0
"Tuesday, Jul 7",DET,4,-9.0,21782,.40,0.464,2015,83,1,Jul,1,0
"Wednesday, Jul 8",DET,4,-9.0,26488,.49,0.459,2015,84,1,Jul,0,0
"Thursday, Jul 9",LAA,4,-8.0,28131,.48,0.465,2015,85,1,Jul,1,0
"Friday, Jul 10",LAA,4,-8.0,29679,.57,0.46,2015,86,0,Jul,1,0
"Saturday, Jul 11",LAA,4,-7.0,40765,.49,0.466,2015,87,0,Jul,1,0
"Sunday, Jul 12",LAA,4,-7.5,36955,.62,0.461,2015,88,0,Jul,0,0
"Friday, Jul 24",TOR,4,-9.5,43328,.27,0.464,2015,96,0,Jul,1,0
"Saturday, Jul 25",TOR,4,-9.5,45027,.34,0.459,2015,97,0,Jul,0,0
"Sunday, Jul 26",TOR,4,-9.5,35159,.27,0.465,2015,98,0,Jul,0,0
"Monday, Jul 27",ARI,4,-10.0,19532,.35,0.46,2015,99,1,Jul,1,0
"Tuesday, Jul 28",ARI,4,-10.0,25106,.25,0.455,2015,100,1,Jul,1,0
"Wednesday, Jul 29",ARI,4,-11.0,32502,.21,0.451,2015,101,1,Jul,0,0
"Friday, Aug 7",TEX,4,-9.5,29320,.23,0.464,2015,109,0,Aug,1,0
"Saturday, Aug 8",TEX,4,-9.5,39132,.27,0.459,2015,110,0,Aug,0,0
"Sunday, Aug 9",TEX,4,-8.5,29939,.22,0.464,2015,111,0,Aug,0,0
"Monday, Aug 10",BAL,4,-9.0,20839,.28,0.46,2015,112,1,Aug,1,0
"Tuesday, Aug 11",BAL,4,-8.0,24863,.22,0.465,2015,113,1,Aug,1,0
"Wednesday, Aug 12",BAL,4,-8.0,25661,.31,0.47,2015,114,1,Aug,0,0
"Friday, Aug 21",CHW,4,-10.5,35770,.15,0.459,2015,121,0,Aug,1,0
"Saturday, Aug 22",CHW,4,-11.5,32085,.09,0.455,2015,122,0,Aug,1,0
"Sunday, Aug 23",CHW,4,-11.5,30537,.05,0.46,2015,123,0,Aug,0,0
"Monday, Aug 24",OAK,4,-11.5,17970,.06,0.456,2015,124,1,Aug,1,0
"Tuesday, Aug 25",OAK,4,-11.5,17498,.05,0.46,2015,125,1,Aug,1,0
"Wednesday, Aug 26",OAK,4,-11.5,23338,.06,0.465,2015,126,1,Aug,0,0
"Monday, Sep 7",TEX,4,-9.0,18469,.24,0.478,2015,137,1,Sep,0,0
"Tuesday, Sep 8",TEX,4,-9.0,13389,.12,0.475,2015,138,1,Sep,1,0
"Wednesday, Sep 9",TEX,4,-9.0,14330,.07,0.479,2015,139,1,Sep,1,0
"Thursday, Sep 10",TEX,4,-8.5,16842,.08,0.482,2015,140,1,Sep,0,0
"Friday, Sep 11",COL,4,-8.5,19876,.12,0.479,2015,141,0,Sep,1,0
"Saturday, Sep 12",COL,4,-7.5,24743,.04,0.483,2015,142,0,Sep,1,0
"Sunday, Sep 13",COL,4,-8.5,21840,.10,0.479,2015,143,0,Sep,0,0
"Monday, Sep 14",LAA,4,-7.5,13681,.03,0.483,2015,144,1,Sep,1,0
"Tuesday, Sep 15",LAA,4,-8.0,15365,.04,0.479,2015,145,1,Sep,1,0
"Wednesday, Sep 16",LAA,4,-8.0,16176,.02,0.483,2015,146,1,Sep,1,0
"Monday, Sep 28",HOU,4,-10.5,13935,.00,0.471,2015,156,1,Sep,1,0
"Tuesday, Sep 29",HOU,4,-10.5,15331,.00,0.475,2015,157,1,Sep,1,0
"Wednesday, Sep 30",HOU,4,-11.5,14257,.00,0.472,2015,158,1,Sep,1,0
"Friday, Oct 2",OAK,4,-12.0,26130,.00,0.469,2015,159,0,Oct,1,0
"Saturday, Oct 3",OAK,4,-12.0,24448,.00,0.466,2015,160,0,Oct,1,0
"Sunday, Oct 4",OAK,4,-12.0,22402,.00,0.469,2015,161,0,Oct,0,0
"Friday, Apr 8",OAK,1,0.5,47065,1.17,0.5,2016,3,0,Apr,1,0
"Saturday, Apr 9",OAK,3,-0.5,36424,1.14,0.4,2016,4,0,Apr,1,0
"Sunday, Apr 10",OAK,3,-1.5,30834,1.08,0.333,2016,5,0,Apr,0,0
"Monday, Apr 11",TEX,5,-1.5,13468,.97,0.286,2016,6,1,Apr,1,0
"Tuesday, Apr 12",TEX,5,-2.5,13376,.96,0.25,2016,7,1,Apr,1,0
"Wednesday, Apr 13",TEX,4,-2.0,15075,.90,0.333,2016,8,1,Apr,0,0
"Monday, Apr 25",HOU,1,0.5,14832,1.10,0.526,2016,18,1,Apr,1,0
"Tuesday, Apr 26",HOU,1,0.5,13821,1.14,0.55,2016,19,1,Apr,1,0
"Wednesday, Apr 27",HOU,2,-0.5,14173,1.16,0.524,2016,20,1,Apr,1,0
"Friday, Apr 29",KCR,2,-0.5,38684,1.14,0.545,2016,21,0,Apr,1,0
"Saturday, Apr 30",KCR,2,-0.5,43444,1.13,0.565,2016,22,0,Apr,1,0
"Sunday, May 1",KCR,2,-0.5,37053,1.14,0.542,2016,23,0,May,0,0
"Monday, May 9",TBR,1,1.5,15230,1.24,0.594,2016,31,1,May,1,0
"Tuesday, May 10",TBR,1,1.5,16013,1.25,0.606,2016,32,1,May,1,0
"Wednesday, May 11",TBR,1,1.5,23000,1.26,0.618,2016,33,1,May,0,0
"Friday, May 13",LAA,1,1.5,34579,1.34,0.6,2016,34,0,May,1,0
"Saturday, May 14",LAA,1,0.5,42038,1.35,0.583,2016,35,0,May,1,0
"Sunday, May 15",LAA,2,-0.5,40852,1.44,0.568,2016,36,0,May,0,0
"Monday, May 23",OAK,1,1.5,16370,1.40,0.591,2016,43,1,May,1,0
"Tuesday, May 24",OAK,1,1.5,17471,1.45,0.6,2016,44,1,May,1,0
"Wednesday, May 25",OAK,1,1.5,19227,1.39,0.609,2016,45,1,May,1,0
"Friday, May 27",MIN,1,1.5,40921,1.28,0.596,2016,46,0,May,1,0
"Saturday, May 28",MIN,1,0.5,28309,1.28,0.583,2016,47,0,May,1,0
"Sunday, May 29",MIN,2,-0.5,33748,1.28,0.571,2016,48,0,May,0,0
"Monday, May 30",SDP,2,-0.5,29764,1.34,0.58,2016,49,1,May,0,0
"Tuesday, May 31",SDP,2,-0.5,16815,1.27,0.588,2016,50,1,May,0,0
"Monday, Jun 6",CLE,2,-4.0,15824,1.31,0.544,2016,56,1,Jun,1,0
"Tuesday, Jun 7",CLE,2,-4.0,16944,1.28,0.552,2016,57,1,Jun,1,0
"Wednesday, Jun 8",CLE,2,-3.0,15337,1.30,0.559,2016,58,1,Jun,1,0
"Thursday, Jun 9",CLE,2,-4.0,19901,1.34,0.55,2016,59,1,Jun,1,0
"Friday, Jun 10",TEX,2,-3.0,37055,1.74,0.557,2016,60,0,Jun,1,0
"Saturday, Jun 11",TEX,2,-4.0,36055,1.87,0.548,2016,61,0,Jun,1,0
"Sunday, Jun 12",TEX,2,-5.0,39251,1.78,0.54,2016,62,0,Jun,0,0
"Friday, Jun 24",STL,3,-10.0,35746,.75,0.5,2016,73,0,Jun,1,0
"Saturday, Jun 25",STL,3,-10.0,40431,.80,0.507,2016,74,0,Jun,1,0
"Sunday, Jun 26",STL,3,-11.0,35955,.86,0.5,2016,75,0,Jun,0,0
"Tuesday, Jun 28",PIT,3,-11.5,24836,.70,0.506,2016,76,1,Jun,1,0
"Wednesday, Jun 29",PIT,3,-11.5,25477,.74,0.5,2016,77,1,Jun,1,0
"Thursday, Jun 30",BAL,3,-10.5,23715,.68,0.506,2016,78,1,Jun,1,0
"Friday, Jul 1",BAL,3,-10.5,33006,.78,0.512,2016,79,0,Jul,1,0
"Saturday, Jul 2",BAL,3,-9.5,29362,.84,0.519,2016,80,0,Jul,1,0
"Sunday, Jul 3",BAL,2,-8.5,31405,.93,0.524,2016,81,0,Jul,0,0
"Friday, Jul 15",HOU,3,-8.5,29217,.94,0.5,2016,89,0,Jul,1,0
"Saturday, Jul 16",HOU,3,-7.5,41386,.90,0.505,2016,90,0,Jul,0,0
"Sunday, Jul 17",HOU,3,-8.5,27322,1.03,0.5,2016,91,0,Jul,0,0
"Monday, Jul 18",CHW,3,-7.5,20598,.70,0.505,2016,92,1,Jul,1,0
"Tuesday, Jul 19",CHW,3,-7.5,24851,.82,0.5,2016,93,1,Jul,1,0
"Wednesday, Jul 20",CHW,3,-6.5,39985,.78,0.505,2016,94,1,Jul,0,0
"Monday, Aug 1",BOS,3,-9.0,29601,.85,0.5,2016,103,1,Aug,1,1
"Tuesday, Aug 2",BOS,3,-8.0,25240,.71,0.505,2016,104,1,Aug,1,1
"Wednesday, Aug 3",BOS,3,-7.0,24494,.91,0.509,2016,105,1,Aug,1,1
"Thursday, Aug 4",BOS,3,-8.0,33369,.98,0.505,2016,106,1,Aug,1,1
"Friday, Aug 5",LAA,3,-7.0,40354,.78,0.509,2016,107,0,Aug,1,0
"Saturday, Aug 6",LAA,3,-7.0,45618,.84,0.514,2016,108,0,Aug,1,0
"Sunday, Aug 7",LAA,2,-7.0,44812,.98,0.518,2016,109,0,Aug,0,0
"Monday, Aug 8",DET,2,-7.0,20002,1.15,0.523,2016,110,1,Aug,1,0
"Tuesday, Aug 9",DET,2,-7.0,19713,1.26,0.527,2016,111,1,Aug,1,0
"Wednesday, Aug 10",DET,2,-7.0,28742,1.38,0.531,2016,112,1,Aug,1,0
"Friday, Aug 19",MIL,2,-7.0,37758,1.39,0.537,2016,120,0,Aug,1,0
"Saturday, Aug 20",MIL,2,-6.0,29170,1.42,0.541,2016,121,0,Aug,1,0
"Sunday, Aug 21",MIL,2,-6.0,35833,1.57,0.537,2016,122,0,Aug,0,0
"Monday, Aug 22",NYY,2,-5.5,24384,1.66,0.54,2016,123,1,Aug,1,1
"Tuesday, Aug 23",NYY,2,-5.5,24628,1.67,0.536,2016,124,1,Aug,1,1
"Wednesday, Aug 24",NYY,2,-6.5,41536,1.59,0.532,2016,125,1,Aug,0,1
"Friday, Sep 2",LAA,3,-11.5,16775,.39,0.515,2016,133,0,Sep,1,0
"Saturday, Sep 3",LAA,3,-12.5,20357,.45,0.511,2016,134,0,Sep,1,0
"Sunday, Sep 4",LAA,3,-12.5,24033,.35,0.507,2016,135,0,Sep,0,0
"Monday, Sep 5",TEX,3,-11.5,23618,.21,0.511,2016,136,1,Sep,0,0
"Tuesday, Sep 6",TEX,3,-12.5,14615,.26,0.507,2016,137,1,Sep,1,0
"Wednesday, Sep 7",TEX,3,-11.5,15434,.14,0.511,2016,138,1,Sep,1,0
"Thursday, Sep 8",TEX,3,-10.5,17493,.23,0.514,2016,139,1,Sep,1,0
"Friday, Sep 16",HOU,2,-9.5,30178,1.60,0.531,2016,146,0,Sep,1,0
"Saturday, Sep 17",HOU,2,-9.5,32304,1.24,0.527,2016,147,0,Sep,1,0
"Sunday, Sep 18",HOU,2,-8.5,25383,1.20,0.53,2016,148,0,Sep,0,0
"Monday, Sep 19",TOR,2,-9.5,34809,1.79,0.527,2016,149,1,Sep,1,0
"Tuesday, Sep 20",TOR,3,-10.5,33573,1.25,0.523,2016,150,1,Sep,1,0
"Wednesday, Sep 21",TOR,3,-9.5,39595,.71,0.526,2016,151,1,Sep,0,0
"Thursday, Sep 29",OAK,2,-9.0,19796,1.19,0.535,2016,158,1,Sep,1,0
"Friday, Sep 30",OAK,2,-9.0,24088,1.60,0.537,2016,159,0,Sep,1,0
"Saturday, Oct 1",OAK,2,-9.0,29522,2.48,0.534,2016,160,0,Oct,1,0
"Sunday, Oct 2",OAK,2,-9.0,24856,.00,0.531,2016,161,0,Oct,0,0
"Monday, Apr 10",HOU,5,-3.5,44856,.85,0.25,2017,7,1,Apr,0,0
"Tuesday, Apr 11",HOU,5,-4.5,18527,.89,0.222,2017,8,1,Apr,1,0
"Wednesday, Apr 12",HOU,5,-4.5,14479,.82,0.2,2017,9,1,Apr,1,0
"Friday, Apr 14",TEX,5,-4.0,41855,.73,0.273,2017,10,0,Apr,1,0
"Saturday, Apr 15",TEX,5,-4.0,34927,.81,0.333,2017,11,0,Apr,1,0
"Sunday, Apr 16",TEX,4,-3.5,19678,.87,0.385,2017,12,0,Apr,0,0
"Monday, Apr 17",MIA,2,-3.5,16990,.83,0.429,2017,13,1,Apr,1,0
"Tuesday, Apr 18",MIA,4,-3.5,16126,.86,0.4,2017,14,1,Apr,1,0
"Wednesday, Apr 19",MIA,3,-3.5,27147,.81,0.438,2017,15,1,Apr,0,0
"Tuesday, May 2",LAA,4,-7.0,15080,.89,0.407,2017,26,1,May,1,0
"Wednesday, May 3",LAA,3,-7.0,13799,.84,0.429,2017,27,1,May,1,0
"Thursday, May 4",LAA,3,-6.0,15915,.88,0.448,2017,28,1,May,1,0
"Friday, May 5",TEX,3,-7.0,26938,.89,0.433,2017,29,0,May,1,0
"Saturday, May 6",TEX,3,-6.0,36044,.81,0.452,2017,30,0,May,1,0
"Sunday, May 7",TEX,3,-6.0,32518,.87,0.469,2017,31,0,May,0,0
"Monday, May 15",OAK,4,-9.0,15431,.75,0.462,2017,38,1,May,1,0
"Tuesday, May 16",OAK,4,-10.0,13955,.77,0.45,2017,39,1,May,1,0
"Wednesday, May 17",OAK,4,-10.0,14117,.67,0.463,2017,40,1,May,1,0
"Thursday, May 18",CHW,4,-9.5,17757,.63,0.476,2017,41,1,May,1,0
"Friday, May 19",CHW,4,-9.5,32371,.71,0.465,2017,42,0,May,1,0
"Saturday, May 20",CHW,5,-9.5,33801,.67,0.455,2017,43,0,May,1,0
"Sunday, May 21",CHW,5,-9.5,36782,.63,0.444,2017,44,0,May,0,0
"Wednesday, May 31",COL,4,-13.0,16750,.52,0.463,2017,53,1,May,1,0
"Thursday, Jun 1",COL,4,-13.5,21536,.54,0.455,2017,54,1,Jun,0,0
"Friday, Jun 2",TBR,4,-13.5,27933,.52,0.464,2017,55,0,Jun,1,0
"Saturday, Jun 3",TBR,3,-13.5,26995,.58,0.474,2017,56,0,Jun,1,0
"Sunday, Jun 4",TBR,2,-13.5,28579,.64,0.483,2017,57,0,Jun,0,0
"Tuesday, Jun 6",MIN,2,-13.0,18166,.65,0.492,2017,58,1,Jun,1,0
"Wednesday, Jun 7",MIN,2,-12.0,15732,.68,0.5,2017,59,1,Jun,1,0
"Thursday, Jun 8",MIN,2,-13.0,15621,.78,0.492,2017,60,1,Jun,1,0
"Friday, Jun 9",TOR,2,-12.0,33518,.71,0.5,2017,61,0,Jun,1,0
"Saturday, Jun 10",TOR,2,-13.0,45480,.77,0.492,2017,62,0,Jun,1,0
"Sunday, Jun 11",TOR,3,-13.0,41137,.69,0.484,2017,63,0,Jun,0,0
"Monday, Jun 19",DET,4,-12.5,21517,.64,0.486,2017,71,1,Jun,1,0
"Tuesday, Jun 20",DET,4,-12.5,15063,.69,0.493,2017,72,1,Jun,1,0
"Wednesday, Jun 21",DET,2,-12.5,18526,.71,0.5,2017,73,1,Jun,1,0
"Thursday, Jun 22",DET,2,-12.5,18736,.74,0.507,2017,74,1,Jun,1,0
"Friday, Jun 23",HOU,2,-11.5,31783,.90,0.513,2017,75,0,Jun,1,0
"Saturday, Jun 24",HOU,2,-12.5,29820,.97,0.506,2017,76,0,Jun,1,0
"Sunday, Jun 25",HOU,4,-13.5,33010,.88,0.5,2017,77,0,Jun,0,0
"Tuesday, Jun 27",PHI,4,-13.5,22648,.68,0.494,2017,78,1,Jun,1,0
"Wednesday, Jun 28",PHI,4,-14.5,29505,.64,0.487,2017,79,1,Jun,0,0
"Monday, Jul 3",KCR,3,-15.5,35789,.68,0.488,2017,83,1,Jul,1,0
"Tuesday, Jul 4",KCR,3,-16.5,25555,.63,0.482,2017,84,1,Jul,0,0
"Wednesday, Jul 5",KCR,4,-17.5,15157,.57,0.477,2017,85,1,Jul,1,0
"Thursday, Jul 6",OAK,4,-17.5,18368,.47,0.471,2017,86,1,Jul,1,0
"Friday, Jul 7",OAK,4,-17.5,22213,.39,0.477,2017,87,0,Jul,1,0
"Saturday, Jul 8",OAK,4,-17.5,28694,.45,0.472,2017,88,0,Jul,1,0
"Sunday, Jul 9",OAK,4,-17.5,32661,.41,0.478,2017,89,0,Jul,0,0
"Thursday, Jul 20",NYY,2,-16.0,35175,.85,0.495,2017,96,1,Jul,1,1
"Friday, Jul 21",NYY,2,-17.0,34073,.76,0.49,2017,97,0,Jul,1,1
"Saturday, Jul 22",NYY,2,-17.0,46197,.70,0.495,2017,98,0,Jul,1,1
"Sunday, Jul 23",NYY,2,-17.0,38503,.78,0.49,2017,99,0,Jul,0,1
"Monday, Jul 24",BOS,2,-17.0,29262,.67,0.495,2017,100,1,Jul,1,1
"Tuesday, Jul 25",BOS,2,-17.0,28992,.74,0.5,2017,101,1,Jul,1,1
"Wednesday, Jul 26",BOS,2,-17.0,39797,.83,0.495,2017,102,1,Jul,0,1
"Friday, Jul 28",NYM,2,-18.0,34543,.65,0.49,2017,103,0,Jul,1,0
"Saturday, Jul 29",NYM,2,-17.0,33519,.56,0.495,2017,104,0,Jul,0,0
"Sunday, Jul 30",NYM,2,-16.0,31162,.61,0.5,2017,105,0,Jul,0,0
"Thursday, Aug 10",LAA,2,-13.0,35021,1.09,0.509,2017,115,1,Aug,1,0
"Friday, Aug 11",LAA,2,-13.0,38206,1.05,0.504,2017,116,0,Aug,1,0
"Saturday, Aug 12",LAA,3,-13.0,45388,.95,0.5,2017,117,0,Aug,1,0
"Sunday, Aug 13",LAA,3,-14.0,43199,.88,0.496,2017,118,0,Aug,0,0
"Monday, Aug 14",BAL,3,-14.0,17973,.68,0.492,2017,119,1,Aug,1,0
"Tuesday, Aug 15",BAL,3,-14.0,24927,.56,0.496,2017,120,1,Aug,1,0
"Wednesday, Aug 16",BAL,3,-14.0,33448,.64,0.5,2017,121,1,Aug,0,0
"Friday, Sep 1",OAK,4,-14.0,19030,.37,0.496,2017,134,0,Sep,1,0
"Saturday, Sep 2",OAK,3,-14.5,22245,.49,0.5,2017,135,0,Sep,1,0
"Sunday, Sep 3",OAK,3,-14.5,26898,.59,0.504,2017,136,0,Sep,0,0
"Monday, Sep 4",HOU,4,-15.5,20108,.71,0.5,2017,137,1,Sep,0,0
"Tuesday, Sep 5",HOU,4,-16.5,14568,.53,0.496,2017,138,1,Sep,1,0
"Wednesday, Sep 6",HOU,4,-17.5,15104,.40,0.493,2017,139,1,Sep,1,0
"Friday, Sep 8",LAA,4,-16.5,21396,.30,0.496,2017,140,0,Sep,1,0
"Saturday, Sep 9",LAA,4,-15.0,26248,.40,0.5,2017,141,0,Sep,1,0
"Sunday, Sep 10",LAA,4,-15.0,20094,.61,0.497,2017,142,0,Sep,0,0
"Tuesday, Sep 19",TEX,4,-18.5,17251,.28,0.49,2017,150,1,Sep,1,0
"Wednesday, Sep 20",TEX,4,-19.5,15962,.27,0.487,2017,151,1,Sep,1,0
"Thursday, Sep 21",TEX,4,-19.5,14849,.21,0.484,2017,152,1,Sep,1,0
"Friday, Sep 22",CLE,4,-19.5,27462,.04,0.487,2017,153,0,Sep,1,0
"Saturday, Sep 23",CLE,4,-20.5,31565,.05,0.484,2017,154,0,Sep,0,0
"Sunday, Sep 24",CLE,4,-20.5,23695,.01,0.481,2017,155,0,Sep,0,0
"Thursday, Mar 29",CLE,1,0.0,47149,.92,1.0,2018,0,1,Mar,1,0
"Saturday, Mar 31",CLE,3,-0.5,35881,1.00,0.5,2018,1,0,Mar,0,0
"Sunday, Apr 1",CLE,3,-0.5,24506,.96,0.667,2018,2,0,Apr,0,0
"Friday, Apr 13",OAK,3,-3.0,25352,1.06,0.636,2018,10,0,Apr,1,0
"Saturday, Apr 14",OAK,3,-3.0,29013,1.07,0.667,2018,11,0,Apr,1,0
"Sunday, Apr 15",OAK,3,-3.5,25882,1.14,0.615,2018,12,0,Apr,0,0
"Monday, Apr 16",HOU,2,-3.0,12923,1.18,0.643,2018,13,1,Apr,1,0
"Tuesday, Apr 17",HOU,3,-3.0,15382,1.20,0.6,2018,14,1,Apr,1,0
"Wednesday, Apr 18",HOU,3,-3.0,14643,1.19,0.562,2018,15,1,Apr,1,0
"Thursday, Apr 19",HOU,3,-3.0,16927,1.14,0.529,2018,16,1,Apr,0,0
"Tuesday, May 1",OAK,2,-1.5,12468,1.25,0.607,2018,27,1,May,1,0
"Wednesday, May 2",OAK,3,-1.5,11603,1.28,0.586,2018,28,1,May,1,0
"Thursday, May 3",OAK,3,-0.5,12888,1.26,0.6,2018,29,1,May,1,0
"Friday, May 4",LAA,3,-1.5,41705,1.43,0.581,2018,30,0,May,1,0
"Saturday, May 5",LAA,3,-0.5,36977,1.37,0.594,2018,31,0,May,1,0
"Sunday, May 6",LAA,3,-1.5,40142,1.39,0.576,2018,32,0,May,0,0
"Tuesday, May 15",TEX,3,-1.5,14670,1.16,0.585,2018,40,1,May,1,0
"Wednesday, May 16",TEX,3,-2.5,20629,1.22,0.571,2018,41,1,May,0,0
"Thursday, May 17",DET,3,-3.0,15169,1.16,0.558,2018,42,1,May,1,0
"Friday, May 18",DET,2,-3.0,34932,1.15,0.568,2018,43,0,May,1,0
"Saturday, May 19",DET,2,-2.0,35739,1.16,0.578,2018,44,0,May,1,0
"Sunday, May 20",DET,2,-2.0,34252,1.23,0.587,2018,45,0,May,0,0
"Friday, May 25",MIN,2,-3.0,19924,1.21,0.6,2018,49,0,May,1,0
"Saturday, May 26",MIN,2,-2.0,23986,1.23,0.608,2018,50,0,May,1,0
"Sunday, May 27",MIN,2,-1.0,31340,1.26,0.615,2018,51,0,May,0,0
"Monday, May 28",TEX,2,-1.0,26236,1.27,0.623,2018,52,1,May,0,0
"Tuesday, May 29",TEX,2,-1.0,13259,1.28,0.611,2018,53,1,May,1,0
"Wednesday, May 30",TEX,2,-1.0,13070,1.32,0.6,2018,54,1,May,1,0
"Thursday, May 31",TEX,2,-1.0,15630,1.32,0.607,2018,55,1,May,1,0
"Friday, Jun 1",TBR,2,-1.0,22636,1.38,0.614,2018,56,0,Jun,1,0
"Saturday, Jun 2",TBR,1,0.0,28599,1.33,0.621,2018,57,0,Jun,1,0
"Sunday, Jun 3",TBR,1,1.0,26567,1.32,0.627,2018,58,0,Jun,0,0
"Monday, Jun 11",LAA,1,0.5,20116,1.57,0.636,2018,65,1,Jun,1,0
"Tuesday, Jun 12",LAA,1,0.5,20402,1.56,0.642,2018,66,1,Jun,1,0
"Wednesday, Jun 13",LAA,1,0.5,28236,1.49,0.647,2018,67,1,Jun,0,0
"Thursday, Jun 14",BOS,2,-0.5,30479,1.22,0.638,2018,68,1,Jun,1,1
"Friday, Jun 15",BOS,2,-0.5,44459,1.21,0.643,2018,69,0,Jun,1,1
"Saturday, Jun 16",BOS,2,-0.5,44151,1.19,0.648,2018,70,0,Jun,1,1
"Sunday, Jun 17",BOS,2,-1.5,46462,1.18,0.639,2018,71,0,Jun,0,1
"Friday, Jun 29",KCR,2,-2.5,25558,1.13,0.627,2018,82,0,Jun,1,0
"Saturday, Jun 30",KCR,2,-1.5,33395,1.17,0.631,2018,83,0,Jun,1,0
"Sunday, Jul 1",KCR,2,-0.5,38344,1.25,0.635,2018,84,0,Jul,0,0
"Tuesday, Jul 3",LAA,2,-0.5,38624,1.21,0.64,2018,85,1,Jul,1,0
"Wednesday, Jul 4",LAA,2,-1.5,39518,1.21,0.632,2018,86,1,Jul,0,0
"Thursday, Jul 5",LAA,2,-1.5,32128,1.26,0.636,2018,87,1,Jul,1,0
"Friday, Jul 6",COL,2,-2.5,26554,1.15,0.629,2018,88,0,Jul,1,0
"Saturday, Jul 7",COL,2,-3.5,36104,1.16,0.622,2018,89,0,Jul,0,0
"Sunday, Jul 8",COL,2,-3.5,34440,1.14,0.626,2018,90,0,Jul,0,0
"Friday, Jul 20",CHW,2,-5.0,43331,1.29,0.602,2018,97,0,Jul,1,0
"Saturday, Jul 21",CHW,2,-6.0,38186,1.22,0.596,2018,98,0,Jul,1,0
"Sunday, Jul 22",CHW,2,-5.0,38207,1.19,0.6,2018,99,0,Jul,0,0
"Tuesday, Jul 24",SFG,2,-6.0,40276,1.26,0.594,2018,100,1,Jul,1,1
"Wednesday, Jul 25",SFG,2,-5.0,45548,1.18,0.598,2018,101,1,Jul,0,1
"Monday, Jul 30",HOU,2,-3.0,35198,1.98,0.594,2018,105,1,Jul,1,0
"Tuesday, Jul 31",HOU,2,-4.0,28478,2.07,0.589,2018,106,1,Jul,1,0
"Wednesday, Aug 1",HOU,2,-5.0,34575,1.96,0.583,2018,107,1,Aug,0,0
"Thursday, Aug 2",TOR,3,-5.5,26110,1.28,0.578,2018,108,1,Aug,1,0
"Friday, Aug 3",TOR,3,-6.5,30715,1.25,0.573,2018,109,0,Aug,1,0
